score,content
0,祝 天天开心 快乐
1,跟 玩 还 不行
1,居然 叫 爸爸 一点 都 不 愿意
0,俺 可是 地地道道 西班牙人
1,咋 知道 病 呢
0,想 听 自己 照片 美丽 一点
1,跟 聊天 烦恼 一点儿 都 没 很 高兴
0,最近 什么 手机游戏 好玩
1,而 额外 热热 惹人 突然 退热 贴人 热情 热热 特让 人 反感
1,运气 能 不好
0,现在 哪款 手机 比较 好用
1,不好 笑 那 讲 笑话 讲 初吻 讲笑 可以
0,开心 就 好 名片 改成 鸳鸯 开心
0,双屿 客运 中心 新 火车站 坐 几路 公交车
1,网上 什么 神经病 都 聊天 还要 强大 内力
1,文学 三大 悲剧
0,告诉 上海 漂亮
1,不 对 哦 昨天 阎过
1,抱歉 知道 外地 卡 申请 不到 唉
1,可惜 換 不了 別人 都 叫 笨蛋
0,咳咳 别 欺负 他 他 比较 老实 女儿 就 比较 狠
1,美国 太 无耻
1,不行 我要 摸 别的 地方
0,你们 要是 可以 把 机器人 给 弄 晕 佩服 他
0,等 路 真心 不
0,可能 那 小 部分 里面
0,龙陵 哪里 好玩
0,草 群主 才 真正 土豪 一次 押 万
1,我错 有罪 向 开炮
1,不好 笑 再 回个
1,你好 烦 小轩
0,那 谢谢 列
1,爱 上 一个 人 可 他 不 喜欢 怎么办
0,总 想 好吃
1,小 光棍 节日快乐
0,你哥 谁 幸福
0,小 太 谦虚
0,简便 运算 结合 率该 怎么 说
0,一次 想 耍威风 开 爸 快艇 载 兄弟 去 玩
1,人人 里 下 手机 垃圾
1,考试成绩 不好 我要 揍
1,无聊 找个 工作 上班 去
1,垃圾堆 里面 捡 来
1,我试 好 多次 恨 通话 都 没 成功
1,貌似 不 好好 回
0,好笑 那份 放 一点 高 更 高级 笑话
1,好 无聊 不 知道 该 干什么
0,哈尔滨 果戈里 大街 什么 好吃
0,你好 他哥 也 很 高兴 认识
0,哦 谢谢 哈 多 大
1,笑 出来 皱纹 怕 愁 出来 皱纹 才 可怕 呢
1,我要 看 喜羊羊 灰 太 狼 行不行
0,欢迎 小 朋友
0,你好 完美 哦
0,那 自己 正面
0,小 聪明 不
0,谢谢 关心 呢
1,她 不 一起
0,额 问题 还 不 简单 就 四个 字
1,额 对 这个 笨蛋 无语
0,这个 真心 不是 说
1,要 吃 鸡 不好
0,你们 还是 小孩 什么 好玩
1,这 肯定 不 好看
1,现在 那里 堵车
0,人家 好看 可是 看到 都 不想 活
0,谢谢 妹子 我刚 卖 手机 也 踢
1,哼 毛裤 卖萌 不管 用
0,那个 星星 比 玫瑰花 好看
0,如何 钟爱 病毒
1,问 会 喜欢 一个 放荡 女人
1,老婆 看 恐怖片
0,咱家 咋 这 漂亮
0,喜欢 女生 没
0,换点 好 听的歌
0,求赞 也 求赞
0,哈哈大笑 一下 说 一声 很 聪明
0,里外 都 喜欢 喽
1,代刷 叹息 三十 四十分钟 完事 要 刷 私聊
0,他 能 健康
0,好 吧 喜欢 时间
1,哎 战队 算是 完 都 连个 名字 都 改 不好
0,看 网名 好听 不
0,梦醒 时分 歌词 完整版
0,那 微笑 个
0,你们 老板 要 好好 谈谈
0,文明 一定 要 记得
1,晕 又 不管 用
0,什么 电竞 音乐 好听
0,莫言 你好 可爱
1,他 妈 机器人 窝囊
0,喜欢 东航 怎么办
1,擦 忽悠 人 呢 吧 刚问 南阳 就 这么 说
1,就是 一会 高兴 一会 不 高兴 控制不了 自已 情绪 怎么办
1,要 说 色情
0,恋爱 大全 什么
1,正 郁闷 着 呢
0,用 幽默 点 的话 做 个性 签名
0,喜欢 那个 数字
1,现在 正在 为 上学 事情 愁 呢
0,喜欢 星空 那幅 画
1,总玩 她 号 不好 滴
1,俄 不 清楚
0,咋 好 好玩
1,好 可怜 小 黄鸡 十点 以后 都 下班 呢
0,想 美女 呢 吧
1,呢 什么 都 不管 用
1,呵呵 那 知道 啥 现在 很 无聊 就 想 有人 陪 说说话
0,就是 太 成熟 所以 要 肏
1,姐 你好 猥琐
0,喜欢 放假 百
1,恩恩 小 无语 什么 呢
1,讨厌 变心 男人
0,认识 很 荣幸 吧 有没有
0,本人 名叫 谢谢
0,喜欢 哦 你好
0,甘肃兰州 西固 满意 车
1,哼 也 不在乎
0,小艾 算命 张 希望
0,喜欢 不让 问 他 怎么办
1,哎呀 说 真话 也 会 嫌弃
0,关注 一下 过来
0,粉红色 浪 三
1,跳 不好 没 跳 过
0,喜洋洋 则 亦
1,一次 等于 多少 公里
0,呵呵 就 简简单单 一句 话 而已 不 解 则 不 解释
0,队长 辅助 依旧 给力
0,长 漂亮 妈
1,想 跟 一个 说 分手 但 又 怕 她 伤心 怎么办
0,下 一秒 真正 幸福 就 到来
1,最好 听 摇滚歌曲
1,体育训练 什么 最 讨厌
0,小 怎样才能 全心投入 复习
0,小 要是 真 有意识 就 好
0,轩 感觉 满 有意思
1,打算 怎么 去 死
0,请 这里 输 喜欢 入 您 消息
0,那 还有 什么 好看 哇
0,雅 你好 欢迎
0,同意 现在 就是 她 儿子
0,这首 好听 可以 放 点 声音 听下
0,就是 什么 好看 电影
0,打电话 给 康健
0,香蕉 怎样才能 舒服 一点 呢
1,才 无语 啦
1,问 欧欧 蛋蛋 岛 什么 装 什么 糊涂
0,他 穿 上 最好 衣服 然后 回到 这个 宴会
1,鸡巴 自己 都 不 清楚
1,失恋 噢 哥
0,你家 什么 地方 什么 好玩
0,能 把 下体 搞 舒服
0,她 喜欢 男孩 还是 女孩
0,发几张 美女 照片 好
0,猜猜 哥 喜欢 谁
0,珠海 什么 好吃 小吃
0,说点 有用 呢 行 不
1,翻译 机器人 没意思
1,当 捧场 真心 不好 当
1,伤心 斧 准备
1,很 难过 也 没人 安慰
1,哎哟 教训 起 姐
1,有人 惹 我 生气 了
1,向 开炮 玲
0,开心 这个 关系
1,阴道 堵塞 怎么 搞
0,还 能 愉快 玩耍 不 小
0,哎哟 有名 也 可以 告诉
1,管 聪明 笨蛋 创造 得 就是 错
1,分工 不 公平 怎么办
0,最 喜欢 人 不是 谢谢
0,主要 哪些 证书
0,哦 态度 值得 表扬
1,给 个 号码 浪费时间 浪费时间 青春
1,去 死 小 去 死
0,心里 喜欢 一个 女孩子 因该 怎么 追
0,小双儿 真 漂亮
1,不 善于 表达
0,现在 什么 热点新闻 呢
0,踩 空间 信誉 互换
1,暗示 机械厂 覅 基础 关于 规划
1,弱智 丢 中国 人 脸
0,学 音乐 出来 可以 稳定 工作
1,别老用 煽情 手法 忽悠
0,李子 唱歌 吧 声音 还 不错
0,姐帮 找 个 女 美女 好 吧
0,想想 嘛 他 爱 上
1,老板 恶心 死
0,美女 帮 找 别人 谁 都 不要 她 老婆 就 只 爱 一个 人
0,宝贝 平安夜 快乐
0,哥哥 文明 不
0,骚年 说 他 喜欢
0,住 我家 哥 好好 疼
0,舒缓 村民 说
1,就会个 杜十娘 还 唱 不好
1,聊 肿 这么 不 文明
0,淡然 真 聪明
0,五星红旗 飘 歌词
0,如果 说 谢谢
0,文静 嘛
0,思想 端正 行为 端正
1,狗日 干什么 呢
0,最好 要 感动 吧
0,给 高明 发 一条 短信
0,还是 关心 下
0,不错 好 样子
0,我想 加群 谢谢
1,为什么 说话 那么 费劲
1,二流 拉 哭泣
0,想 好 漂亮
0,都 能 干嘛 说
0,热点 经济法 入院
1,蓝可儿 好 可怜
0,真心 蛋疼 阿
0,兜兜 签到 能 干嘛
0,那 为什么 这么 高兴
0,会 还 好好
1,感冒 又 生气 头痛
1,作为 顾问 有权 向 你们 提出 质疑
0,很 幽默 呦
1,什么 事 神经元网络
0,官人 挑战 接受
0,很 真诚 跟 聊天
1,妈 电脑 卡飞
0,那 你们 谈恋爱
1,鄙视 歧视 斜视
0,设置 开通 签到
1,关机 辛苦 晒 鬼气
0,哈哈 什么 都 明白 这是
1,生活 真 无聊 说 是不是
1,我会 老板 讲 不 好好 工作
1,不好意思 说错 应该 叫 傻 逼
1,现在 老婆 不好 我想 修堂
0,好 深奥 能 解释 下 不
1,不行 明天 又 说 后天
0,什么 道德修养 中 占有 很 主导作用
1,无所不能 呸 不要脸 能 变身 能 吃 东西
0,每天 赞 一下
0,哪里 祈福 最好
0,沬 沬 漂亮 的话 发个 图片 看看
1,那 为什么 昨晚 没理
1,说 回家 问题 旅途 不 对 马嘴
0,签到 早上好 夸夸
1,太 可怜 月
0,额 真的 真 勤快
0,也 也 也 也 也 也 也 也 也 也 也 也 也 也 喜欢 深奥 能 唉
1,就 帝王 孤独 还好 啦
0,他 妈 还 自由
1,他妈的 还要 不要命
0,那 就 期待 下个 妞 歌声
0,确实 很 聪明 真实 有个 这样 孩子 来养 就 好玩
1,有人 骂 不在乎
0,也许 这人 传统
0,那 成都 哪里 美女 最 多
0,奇葩 欢乐 多 是不是 今年 特别 多
0,告诉 手机 看 得 非常 清晰
0,咱 中国 人 就是 人类 好好
0,一部 蓬 灰 贵阳 什么 好吃
1,以后 进群 绝对 不理
1,符文 打死 他们 太 轻松
0,再见 有意思 机器人
0,遇到 比 中奖 好玩 事
0,石岩 哪 好玩
1,男人 他妈的 放贱
1,怎么 可能 小川 才 冒牌 吧
1,小 三号 也 说不清楚
0,花好月圆 欢迎 你入 群 请 看 公告 遵守 群规
0,谢谢 谢 爸爸 已经 买
0,找个 吉林长春 美女 聊天
0,谢谢 烟花 哥哥
1,哈哈 呗 无视 节奏
1,帮 配不上 王力宏 唯一
0,跳 什么 舞 最 好看
1,不 好好学习 给 面壁思过 去
0,很 温柔 不用 怕
0,用 广东话 说 喜欢
0,真的 洗 干净
0,喜欢 小妹 开讲
0,愿意 重复 签到 咬
0,迷茫 换点 好听
1,小平 去 死
0,心醉 你点 上麦
1,谁 色狼 不 文明
0,平时 浪 可能 加浪 多
0,百度 自己 可能 好点
1,杀 什么 意思 不好 意思
0,省 网络 上 注意 流行
0,你家 有什 麽 好玩
0,说 怎么 乐意
1,表情 阴险 旷工
0,心魔 美女 好
1,我刚 冒泡 这 因爱成 恨
1,不好意思 网络 不好
1,他们 都 去死吧
0,浙江 外语 频道 好笑 换 一个
0,可能 就 好看 不
0,他 怎么 知道 平安 不 知道 人寿
1,都 坑人 害 人币 全 没 呜呜
1,如果 有人 骂 病 会 怎么 回 他
0,很 纯洁 呢
0,机器人 话 少 一点 更加 可爱
1,妈 这 都 不 懂
1,到底 谁 女 女 谁 叉 女 女 中间 变态
0,维护 分钟 后 开启
1,单身 还 快乐 孤寂
1,只是 大海 中 一滴 泪 只是 多余 代名词
0,愿意 当 什么 工作
0,可 喜欢 女人 半 男半女
0,机器人 中 最 先进
1,后悔 不 好好学习
0,欢迎 你入 群 请 看 公告 遵守 群规
0,个 也 行 个 最好
0,快 吓 得 心脏病
0,爱山 更 爱美 人 谁 唱
1,愿不愿意 跟我走 呢
1,多 讨厌 这个 问题 一直 纠结 着
0,长 真 好看
0,翻译 这 将 一个 精彩 周末
0,羽泉 歌王 太 激动 开心 开心 开心 极了
1,一个 失败 人
0,呼叫 绿色通道 员工
0,喜欢 太 才
1,发 生活费 时去 买 过 一个 手机
0,人才 能 干什么
1,群主 骚扰 过
0,互赞 长期 加友
0,也 很 高兴 认识 呦
1,就是 这样 而且 很 糟糕
0,干嘛 这么 伟大
1,这 神经 被
1,蝴蝶 冷漠 这 要 防狼
0,上 上 高中 怎么办
1,那个 不好 找
0,荣儿 美人 痣
1,现在 为 媳妇 感到 心酸
1,不 高兴 唉
0,嗯 善良 不 计较
1,音乐 伤心 人别 听 慢歌
1,老子 非常 愤怒
0,怎么 吃 谁 支持 男 不是 小妹妹
0,美女 们 上来 拉 人气
1,物理 不好 随便 说
0,小 老实 交待 小 啥 关系
1,呵呵 无聊 时候 凑合着 吧
0,我刚 好像 没问 什么 吧
0,呃 哪 可爱
1,那 就 不 应该
1,这号 开 垃圾
0,海岸 城有 好吃
0,首 歌唱 我爱你 一万年
1,爽 就 不爽
0,很 不错 话 说 人 吧
0,别人 喜欢 为 喜欢 别人 怎么办
1,相信 小 相信 会 生气 没 啥 不 相信
0,客气 这 优点 之一
0,戴西 被 快乐 机器人 批准 进来 请 遵守 群规
0,偶尔 偶尔 可是 内向 应该 会 长久 自娱自乐
0,原来 这样 那 去过 欢乐谷
0,爱 强强 真 聪明
0,媄 郦 开心
1,不好 笑 特别 笑话
0,通过 后 喝牛奶 好得多 飞
0,好 想 吃 已 垂涎三尺
0,好玩 据说 流量 烧钱 一样
0,自己 父母 爱人 一起 会 多么 幸福 阿
0,美女 们 无论 贫穷 富贵 健康 疾病 是否 都 愿意 一直 爱着 呢
1,现在 心情 不好 还 得 看 心情 真是
0,亲爱 女朋友 好
0,打扰 您 谁
1,机器人 劳资 伤心
1,我们 现在 学习 好 紧张 作业 也 很多
0,第三个 说 说求 赞求 转求 火
0,为啥 喜欢 打 机器人
0,把 纯洁 小男生 给 教坏
1,一个月 就 挣 她 还 惦记
0,美女 冰山 姐来
0,怎么 才能 开心 点 呢
0,哪 怎么样 算 成熟
0,就 叫 美女 好
0,哪些 好 唱 简短 英文歌
1,死 不 合格
0,最好 建筑 户型图
1,无聊 的话 带 刷格 蓝 迪吧
1,怎样 别人 被 说 得 说不出 话
0,呆 瓜 美女
1,遇到 大多 低级 高级 怪 无奈
0,菲菲 所有 功能
0,清明 什么 意思
0,推荐 个 绿色 网址
1,无聊 就 笑笑
1,都 会 不好意思 昂
0,好 吧 原谅 这 一次
0,真 羡慕 都 不用 睡觉
1,滚 大爷 消停 会
1,妮子 别 嚣张
0,真 聪明 来 给 一巴掌
1,可 做 不好
0,附件 里 要 色盲 好吃
0,悦动 老公 谁
0,喜欢 什么
0,美女 来 诱惑
1,基督教 雖然 不好 但是 它 個 原罪 這個 東西 裏 面
0,会 思恋 如果 思恋 谁
0,能 骂 群主 骂 得 文化 点
0,海战 实机 真实
0,爸 喜欢 问 怎么样
1,别 给 装糊涂 以为 老年痴呆
1,固定 程序 呆板 回答
0,真 好吃 惨死
0,机器人 解闷 不错
0,哪里 哪里 人缘 也 不错
1,我们 学校 太差
1,大爷 看 美女 就 看 帅哥 就 没有
0,方便面 就是 白开水
0,女人 为什么 都 爱 吃 香肠
1,滚床 不 文明
1,小牛 好 恶心
0,加入 此群 有人 会 喜欢
1,这次 那么 严重
0,肥西 老母鸡 还有 活口 真 好吃
1,讨厌 还是 调皮
1,他妈的 就 说 脏话 怎么样
1,滚 犊子 没用 东西
1,真是 越来越 狡猾 哈
0,他 很 聪明 哦
1,就素 鄙视 小路
1,什么 成熟 什么 幼稚
1,不 他 扯
0,改 恋爱 请 止步
0,各方 也 通过 网友 发帖 问题
0,来 给 赞个
0,依依 新疆 暴徒 怎么 看
1,走 不 玩 傻
1,不善 言谈 对于 一些 话 一些 事情 该 怎么 表达 呢
0,哎呀 那 好好学习
1,形容 蛮荒 成语 哪些
1,公共课 灰色 空间 大口 可惜 韩语 等 哈 果然
1,灵儿 脑袋 不好 可
0,美美 太 公平
0,嗯 哪家 饭店 最好
0,老婆 有个 孩子 所以 高兴 咯
1,个个 要画 不好
1,不 对 不求 醉 只想 喝酒
0,好 想 去 改变 什么 也 挺 好看
1,看书 不 说
0,纳米 特 有种
1,喂喂 怎 又 不好 使
0,走 大家 开心
0,小艾多 大 漂亮 女朋友 们
1,罂粟花 有毒 木
0,今天 回家 时 路上 看见 只 小狗 特 可爱
1,玉珠峰 意思 失恋
0,给 播报 最新 新闻
0,瘦瘦 头像 不错 审判
1,无聊 吃 蛋糕
0,想 找 一下 深大 北门 附近 技术 不错 美发店
0,羊羊 其实 表情 可爱
1,怀疑 程序 中 病毒 啦 要 杀病毒 哟
1,骂人 会 被 秒
0,告诉 他们 漂亮
0,还有 粉条 也 好吃
0,现在 哪里 房子 最 优惠
1,会 为 别人 难过
0,放学 回来 很 高兴 再次 交谈
1,竹蓝 打水 一场空
1,就是 恨 不能 原谅
1,十 台 不好
1,叫 老板 来 一定 要 投诉
0,系统 小雨点 赞 派对
1,请问 卡号 无效 怎么回事
0,小 你们 机器人 什么 喜好
0,快乐 弟弟 再见 晚安
0,说 鹤岗 最 好吃 肉 串 哪
1,龙苑 会员 买 后悔
0,李莉 晚上 好
0,那 聪明 四 还是 单词 来
0,很 高兴 看见 哦
0,正义 之士 凯萨 信息
0,哦 哦 很 可爱 名字 哦
1,播放 听 妈妈 的话
1,俺们 也 啊啊啊 被 那 万恶 老班 算计
0,谢谢 亲爱 那 攻 还是 受
1,你妹 对 真无语
0,今天 感恩节 嘛
0,刚想 说 谢谢 一看 不是 给
0,机器人 美女 就是
0,个人 说 说 关注 干嘛
0,求 实力 一代
1,但是 我怕 打扰到 这份 来之不易 幸福
1,就 看 主板 显卡 内存 其他 太好 浪费
1,给 个 害羞 样子 看看
0,赞 名片 一个 呗
0,男朋友 喜欢 别的 女生 我该 怎么办
0,假假 真真 真真假假 吧
0,只 给 喝 一口
1,六 可以 欺骗
0,台湾 甜品 好吃 还是 港式 甜品 好吃
0,低价 出 蛋蛋 要
1,发达 刚刚 好 斤斤计较
0,矿长 才 个性
0,呵呵 知道 怎么 才能 专心 干什么 事
0,呵呵 眼睛 小 吃香
0,喜欢 呢 还是 喜欢 自己 呢
0,啥事 那么 好笑
0,还 真是 神通广大
0,希望 大家 不要 笑
0,只是 为了 活跃 气氛 第一次 跟莎莎 聊天 哪会 谈情说爱
0,龙 缠绵 来 玩 这太远 不如 我进
1,现在 羡慕 嫉妒 恨
0,期末 最高 就是
1,大爷 这么 冷淡
0,会 为 美人 折腰
0,谢谢 雨中 歌声
0,有查 明天 天气 怎么样 谢谢
0,认为 最好 爱情 什么 样子
0,你们 喧闹 闪俩
1,感觉 你好 厉害 多 尴尬 都 能 轻易 化解
0,女 要 多 高 才 算 标准 呢
1,无赖 觉得 非常
0,谦虚 什么 哟
1,道 县 调皮
1,活著 很 痛苦 想 去
0,吃饱 就 高兴
0,有时候 还 挺 讨人喜欢
1,不行 必须 处
0,个人 喜欢 打电话 一天 他 打着 打着 就 挂
0,什么 好笑 图
0,喜欢 看 别人 隐私
0,哈哈 晚饭 好 丰富 噢 真 羡慕
0,你好 静儿 很 高兴 认识
0,沐 沐 圣诞快乐
0,有时 很 笨 有时 很 聪明
1,机器人 来 骂人 哈
1,严肃 个 蛋蛋
0,小贝 贝有 必要 骗
1,怎么 觉得 好 恶心
0,机器人 英语 不错 嘛
1,嗨 给 讲个 超级 好笑 不好 笑 笑话
0,能 好好 评价 嘛
0,为什么 现在 女 很多 都 喜欢 高富帅
1,话 学好 邪恶
1,昨晚 叫 没理
1,好烦 好 想 回家
1,为 嘛 扮演 恐怖分子
1,好 吧 那俩 胆小鬼
0,上学 什么 开心
0,把 搞 干净
0,杰 看看 佳佳 姐多 大量
1,拒绝 收听 这 不 礼貌
0,还是 喜欢 宝贝
0,为什么 空间 那么 多 美女 相片
1,雅安 加油 哦 素 神经
0,曾经 喜欢 过 一个 男生
0,今天 群里 貌似 挺 安静
1,嘛 叫骂 人
1,你好 自私 哦 我们 轮流 来 洗
0,东港 带 电话 对 祝福
1,为什么 双儿 这么 害羞
1,安徽 就是 垃圾
0,就 如 喜欢 喜欢 别人
0,美女 都 潜水
1,闲着 无聊 死
0,小伍 油耗子 说 喜欢
0,德国 双立人 菜刀 好用
0,给 发短信 说 喜欢
1,墨家 小妾 爱人 请 麻烦 把 我们 墨家 名片 改回来 谢谢合作
0,文明 你妹 签不签
1,再 不 快点 不理
1,真 猥琐 真的
0,点 统一 回赞
1,五一 二七 难题 时 骄傲
0,扬州 哪有 美女
0,除了 吃 还 能干 啥
1,不行 眼睛 睁不开
1,回来 不 说 等 童话
1,不 说 什么 都 不动 懂
0,关注 一般 都 什么 问题
1,帅帅 狼 都 很 可恶 对 吧 机器人
1,一些 感叹 卡西欧
1,每天 发 这些 垃圾
0,自然 介绍 片 看看
0,听 唱歌 真的 很 好听
0,希望 能拉 多点 人来
0,肿 知道 喜欢
0,所以 维护 不理
1,什么 牛肉面 太 难吃
1,厚脸皮 还 不好意思
0,几岁 才 可以 谈恋爱
1,那 要说 十八般武艺 样样 稀松 现在 怎么 不会
0,哦 哦 好 好 那有 什么 好吃 嘻嘻 嘻 吃货
0,说 你们 激动 啥 又 跟 你们 没关系
1,啦 啦 什么 不好 说
0,做爱 那种 姿势 最舒服
0,一个 环节 严格 规范化 投入
1,爸 比 呆呆
1,唉 还是 那样 无情
0,完全 不 搭
0,心有 多 强大
1,童话 尽头 还是 轻浮 幻想 永远 不 可能 成为 现实
1,地下城 勇士 黑暗 君主 刷图 加点
0,刚才 我发 高兴
0,咳咳 个 漂亮 女 海贼王
0,亲 知道 最 喜欢 吃 什么
0,今天 就 先聊 这 时间 再聊 还有 谢谢 带给 快乐
1,好 无聊 机器人 有没有 笑话
0,缅怀 革命 毫米
0,可 喜欢 叫 美女
1,额 应付 很 生气
0,感谢 分享 解答
1,哇 哦 无 语
1,悲 催 小 机器人
1,开心 尼玛 逼
1,苍茫 滴 天涯 滴 爱
1,妈 说不出 话 来
0,身体 才 赚钱 本钱 要 好好 吃饭 不 吃饭 身体 不能 哈哈
1,注定 无聊 就 过来 聊天
1,赶紧 别整 没用
1,睡觉 就是 难受
0,嗯 呢 还 不错 阿
0,赵本山 依旧 吧
1,能 给 分忧
1,瓜 也 不 好吃
0,正好 也 女
0,机器人 好 好玩 我要 睡 晚安
1,媚人 给 哥放 肚子饿 没卡去 餐馆 吃
0,还是 这样 字 颜色 看着 舒服
1,魔 道 红眼 驱魔 队伍 静儿
0,小贝 什么 好玩 说
1,有人 好 变态
0,明早 起来 可能 就 涨
1,浪费 感情 又 被 骗
0,天津 房价 拿票 便宜
1,来 一首 摇摆
1,的确 不好 吧
0,知道 快乐 天使
1,机器人 病 阿
0,能 谦虚 点 学学 多 谦虚
0,小何 有钱 没
1,哼 生气 啦 哈哈
0,真实 什么 样
0,咪咪 诱惑 一下 美女
1,人 真的 不行
1,现在 太晚 语音 不 方便
0,第二个 好点 比 塞纳 好看
1,想 初恋 复合 可是 又 不 知道 他 想法 怎么办
0,喜欢 男生 还是 更 喜欢 女生
0,哪位 伟大 发明家 把 造出来
0,含冰 今天 平安夜 别 吓唬 我们
0,那 帮 查查 今年 流行 什么 衣服 鞋子
0,总算 答有 所指 很 开心
1,中国 最 危险 地方
0,说 那个 公平 会 打赢
0,觉得 这次 奥运会 黑幕 小可爱
1,还 知道 不好意思 嘛
0,避雷 行 这个 得 劲
0,哈哈 这个 不错 再来一个
1,总管 个 小骗子
0,跟 聊天 真逗 一搭不接 搭
1,别 光说不做 赶紧 给姐 捶背
0,蛋 给 介绍 美女
0,说 男人 喜欢 美女
0,喝水 都 开心
1,要是 失恋 肿 办
1,瑾 儿 姐姐 表示 真心 凌乱 老 表情 冷汗
0,老四 媳妇 就 聪明 那 一眼 就 看 出来
0,谢谢 小 去 忙 一会 聊
1,配对 果冻 笑 着 流泪
0,了解 顾客 和平
0,自然 拿 刀 砍
1,都 支付 麻烦 给 结下 帐
0,吃醋 小哲 怎么办
0,广安 伟宁 文化 艺术 培训中心 乾安 路
0,开心 几条 腿
1,谈恋爱 老 失败 怎么办
0,两个 伟大 老鼠
0,英国 啥 好吃
1,哟 会 伤心
1,所以 才 说 不行
1,他妈的 老子 心情 很 不好
1,跟 说话 一点 也 不好玩
0,珠海 艺术 职业 学院 拧 溪 广场 坐 几路 公交车
0,生日 元月 二十四 属于 吉祥 日子
0,想念 这 首歌
0,觉得 自己 能配 上 这 无所不能
0,那 加 朋友 好 吧
1,可惜 嘞 被 提出 来
0,新鲜 九位 业务 资料 全套 带 拦截 包 小号 对 一份
1,为什么 爱 这么 麻烦
1,嗯 那 应该 异常 色
0,蝴蝶 好 心情
1,下雪 冷 不行
0,凯蒂 本兮 可爱
1,束缚 姐 高傲 黑丝
0,看 美丽 容颜
1,等 人 感觉 真 痛苦
0,也好 喜欢 干嘛 要学 说话
1,不好意思 姐 很 清醒
0,额 聪明 个
0,周六 快乐 大本营 请 谁 来 当 嘉宾
0,现在 大家 都 方便
1,服务态度 这么 恶劣
0,说 做 男朋友 怎么 部 同意
1,算了 无聊 说 着 玩 小 应该 不会 生气 吧
1,得 群管 才 管用 妈
0,爱 哦 好 爱好 爱 哦
1,自悲 不 上来
0,那 我加 必须 同意 哦
1,当 小儿 啼 血泪 往 哪边 一长 爱 耶
0,关心 牙齿 更 关心
1,少 给 老子 废话
0,小孩 都 喜欢 疯
1,恨 死 人
1,也 鄙视 劳资
1,具体 糊里糊涂 就 咯 自己 哈
0,男人 可以 同时 爱上 八个 女孩
0,喜欢 人 喜欢 别人 追求 别人 被 骗
0,幸运 草 知道
0,为 支持 字典 里面 造型
1,把 心切 开
0,喜欢 色 月亮
1,甜甜 你们 两个 真 无聊
0,每个 人 都 自己 工作 爱好
1,骂 咯 心情 不好
1,可以 骂人 啦 啦 啦
0,八一 四五 二五 真正
0,想 老板 开心
0,最近 什么游戏 好玩 得
1,天火 会 骂人
0,老实 点 不听话 踢
0,和平 天气 怎么样
1,小雅 难道 个 感叹号
0,各位 大哥 大姐 出来 晒太阳 咯好 舒服 哦
0,现在 闷死 什么 可以 开心 点
0,先 过去 亲 群主 一口
0,做 女朋友 很 合适
0,预祝 友友 们 节日快乐 生活 甜蜜 幸福 更加 多姿多彩 天高云淡
0,哈哈 也 舒服
0,谢谢 小 小 会 不 高兴 时候 不 高兴 会 哭
0,祝 友友 节日快乐
0,其实 很 容意 满足 转来转去 依旧 觉 我们 很聊 来
1,来句 啥 心情 不好 糟糕 透
1,还 就 生气
1,假如 有人 骂 会 生气
0,方便 快 说
0,铃儿 真 有趣
1,弱智 问 问题 都 不 理解
0,看 上 一个 女 不 知道 怎么 跟 她 说
1,他妈的 去 这么久 不多 给 我点 金币
0,恭喜 燕子 上床
0,刚 发表 说 说 求赞 求 评论 好
1,这 东西 太 难看
0,奖励 一个 什么
1,傻 逼 谈恋爱
0,原来 只有 天才
1,哪里 配 隐形眼镜
1,困难 英文 拼写
0,等 解赞 就 回
1,这人 怎么 这么 固执
0,觉得 逆 好玩 不
1,为什么 声卡 不行
1,也 疑惑 呢
0,小南 晚上 好
0,喜欢 我们 两点 谁 多一点
1,抱歉 不 可以
1,唉 别 跟 他 说 他 就 神经
0,心声 纯爱 博学多才
0,对 这点 非常 感兴趣
1,尴尬 对 这 只 机器人 无语
0,说 太 对 原谅 艳二 这货 没救
1,电游 不好 搞
1,咱 这个 好人 还 不行 嘛
0,你们 真心 不 无聊
0,根本 识别 不了
0,冰 美女 上来
0,何时 说 过 喜欢 基友
0,这么 快到 家
1,为什么 大人 世界 要 那么 复杂
1,这个 骗子 发音 女 怎么 会 男
1,葡萄 漠然 人品
0,能 说 一下 国庆 祝福语
0,骂 自己 就 原谅
0,好吃 东西 就 会 出来
0,目标 很 明确
1,为什么 我们 总 生气
0,昨晚 怎么 会 梦见 喜欢 人
1,应该 病 吧
1,哈哈 小鸡 不好意思 啦
0,那 喜欢 马化腾
0,我们 这里 温柔
0,淮南 美女 多不多
0,小贝 移动 喜欢 干什么
0,现在 合格 不
0,最近 赞 人 有点 多
0,老 爱爱 时候 喜欢 什么 姿势
0,这 也 有点 佩服
1,谁 叫 这 麽 讨厌
0,你好 漂亮 丫
1,用 英文 怎么 骂人
0,别人 都 逼问 到底 喜欢 谁 咋搞
1,才 万 还 怕 异常
0,阿勒泰 祝福 望 远近
0,幸福 姐姐 视频 验证 吧
0,总 感觉 阿富用 這个 氣泡 好 奇怪
0,温柔 丶 雨 整整
1,怎么 知道 低俗 莫非 看过
1,我弟 一次 来 这里 找 工作 这里 工作 不 合适
0,华丽 一族 放 太晚
1,无聊 烦死 快
1,看看 她 那 副 淫荡 笑容
0,长得 很漂亮 死 样子
0,姐夫 爱上 小舅子
0,学 完美 点
0,子 子 喜欢 谁
